2024-08-04              7,49606             12,24384             12,53923              9,04854             13,20621              6,70081             14,83752              5,24293              8,03116              7,86430              5,23314              8,78073             13,65225              8,55269              9,02913             13,87551              7,06512             11,49994             10,51547              9,94755              9,50638              9,63415              8,54672              7,56465              6,82855              9,57114              7,10791              8,39802             14,18653              7,65572             10,15877              8,84866              8,14534              6,85942             14,24401
2024-08-05             10,17068             13,32640             12,16416              9,57021              6,65987             12,50279              8,65398              5,56021              6,77802             13,39620             11,36975             10,60646              8,71033              6,68123             10,79477             11,65999             14,33150              7,40341             13,70955             13,48340              6,15990              6,91230             11,44773             10,18260             13,08913              5,89893              8,04004              8,45904              6,12091              6,36349              6,05298              9,95439             11,45740              8,82445              8,03173
2024-08-06              7,04003              8,06674              5,62249             13,10185             13,27335             10,08515             11,32601              9,48292              5,00731             10,05171             12,24273              9,33008             10,34489             10,13799             10,56061              5,08486              7,61039             10,50912             14,21705             10,17483             10,59076             11,71453             11,77705             11,10185              5,39113             10,86949              7,74523             10,95652             11,78988             11,99047             12,13313              6,53503             11,37492             12,72493              5,74218
2024-08-07             12,81867             13,27219             13,28211              8,51826              6,67600              9,75381              5,39531             12,87501              9,07945              9,65741              5,69407              8,87708             13,18681             11,42122              6,14714             13,95858             12,30510              9,84258             10,89684             13,37490              8,44854             10,34650             14,82089             13,09938             12,35649             11,97976              8,49436              9,99136             12,39755             14,40009              6,61043              9,27492              5,19898              7,35021             14,93559
2024-08-08              6,20675             11,65083              8,03977              7,38473              6,00989             12,92216             12,38352             13,11564             13,00602             14,43347             14,68880              6,20916              6,72744              9,23171              9,40061             10,77408              7,12547             13,77641              5,79011              9,48616             12,54475              6,98170             14,53137              6,33958             11,07703             12,77152             13,49293             10,39655             10,82311             13,98947             10,86630              8,03019             14,91028             14,04962             12,36922
2024-08-09             12,38255              8,24141              9,23088              5,33957              8,29055              8,06118              5,45221              5,77616              8,85889             13,07230              9,88378              8,63569              5,41078              5,20625             10,37703             10,29822             14,06157             13,16350              7,30962              9,56185             13,78185              8,92861             13,02807             11,93057             14,95840              5,37130              6,38870              8,40371              8,94850             14,50322             13,35726             12,93209             14,20653              8,10539              7,61092
2024-08-10              5,88143              6,25126              9,71262             10,07774             11,55788             13,81850              8,96532              5,72156             14,00673             11,79452              5,53066              7,17696             11,21272             11,49401             10,34751             14,94261              5,49064              9,99198              8,30875             13,99267             13,26767              9,16084             14,26217             14,76598             13,17003             12,19536             14,99918             13,12466              7,98804              7,67972              9,58048              5,02445              7,61675             11,18013             11,43625
2024-08-11             11,84041              9,91193              8,40473             12,39676              7,15618              6,60396             10,18718             13,53333             10,40367             11,17193             13,49573              5,33664             14,10284             13,07074              7,54247             14,90396              6,42420              8,50296             13,33514              6,67150              8,71519              9,78675             14,31689             11,09136             10,55677              9,38734             12,15824              5,18228              5,23622              6,99853              8,47312             14,11706             11,90738              8,79629              5,87770
2024-08-12             14,61976             14,42451              6,39503              7,99212              6,25638              5,84518              8,68688             11,13473              9,76322             11,73064             10,75823              5,37330              7,73314              9,05949             14,95045             12,91363              6,58094             10,79529              8,27144             14,94598              5,82743              8,31406             11,77409             11,56862              8,12771             12,27747              6,87497              7,15549             13,34030              5,82097              6,06420             14,60419             13,49223             14,95150              6,73841
2024-08-13             14,56639              7,97244             13,70303             14,25572              6,91418             13,19912              8,66983             13,01605             12,39323             12,63921             10,92035              7,10329             11,01951             10,53678              5,01453             10,29476              7,66162              7,60978             12,25871             13,65070             13,18301              5,87200             12,39818              6,90630             10,84473             14,66538             14,61645             14,57563             10,43654             13,69292             11,81891             11,37579              6,76309              5,35704              5,54157
2024-08-14              5,15865              5,66260             10,99026             13,42966             14,68542             13,29853              6,04020              9,47356             11,13013             11,30703              7,52775              6,26804              6,84129             10,35171              8,23919              6,43250             10,01281             12,26729             12,71077             10,21852              5,21464             11,51240             14,68383             13,07918             12,44926             10,84849              6,49365              9,43157             14,45468              6,49671             14,18426             13,87188              8,34306              6,18094             13,05236
2024-08-15              6,58758             10,13462              9,23540             12,95522             12,58841              7,73956             12,87387             11,36005              8,28273              8,29439              5,69511             13,16917              8,58964              7,82120              9,68635              7,25830              5,70998              6,16491              8,78251              6,87325              9,02353              5,92019              9,23883              8,11981              5,91428              5,71993             13,72433              6,41906              6,53472             12,89531             14,56757              5,55716             10,96493             12,54877             11,49276
2024-08-16             14,15734             12,94549              8,10799              7,77933             10,75480             14,90241             10,16269              8,14393             11,76636             10,14103              5,00987              7,73951             13,10563              7,83722             11,50958              7,63496             11,20318              9,95063             10,99533              5,02071             14,79150              9,24893              6,58255              5,82668              7,51255              5,67267             14,93227             13,23754             14,13394             14,98067              9,82639             12,48522             13,70056             14,05386             10,35366
2024-08-17             11,16389             14,11769             12,53953             13,79108             12,01168              6,41683              5,64335              6,38076             13,77320              7,25774              7,64646             10,38188             10,40292              9,52281             11,44201             14,59245             13,96789              9,87677             14,58612             14,35682              9,43431             12,96381              5,86308              9,66172              9,05585             11,18343              9,80955             13,13534              7,43798              5,99053              5,85673             10,28481             10,15848              5,10938              6,48233
2024-08-18             12,17963             10,18106             11,70614             12,29932             10,14192             10,16126             10,12953             11,51926              7,39195              5,13682              5,51554             13,92469              6,85568             14,39698             11,28410              7,79621              8,05113             10,83019              5,93337              6,18441              8,17439              8,74362             14,98392              8,43285             13,87754              8,77608              6,56673             13,37364              8,70104              6,23750              7,66889              9,91613              5,26087              7,36355             10,69203
2024-08-19             12,73537              6,65039              9,83832             14,40875             11,66245             11,87479             12,19968             13,89823             14,43388              9,51239              8,48135              8,30351              5,32035              7,90455             13,70047              5,05908              5,29318              7,88997              9,01129             14,35894              8,42665              9,06989              5,02675             10,07229              9,30048              5,09791             11,59964             13,36659              7,55522              9,87313              7,22879             10,76873              8,47148             11,31421             10,02159
2024-08-20             14,65939             14,38120             10,62729              7,00293              6,22859             10,37148             13,55180              8,10830             12,20834              9,78225             10,76536              8,48710             14,25320              9,62257              9,17945              8,36569             12,87950              7,17396              5,88891              8,93025              9,90453             13,35206             11,48294             12,21286             14,41654             13,49619             10,56188              9,94709              9,37165              6,42630             14,35374              8,36284              8,18603              7,86148              7,14667
2024-08-21              9,69191             12,61725             11,78692              9,33090             12,90081             14,15235              9,97888              6,28562             10,49070             10,05852             10,04126             13,78792             14,02319              7,87959             14,05690              9,42580              5,62833             10,05370             11,37037             11,46550             10,13548              9,00953              5,85819              6,99648             14,84142              5,73504             10,85959             12,78857              8,71702             12,98788              7,73087             12,18319              7,06886              5,53889             10,57623
2024-08-22              6,56008             12,71240              8,83847              9,89730             12,85919              6,09621             13,88242              5,39176              8,85529              9,66877             13,14319              6,88168             10,87356             13,48992             10,44125              9,63316             14,68533             11,07772              7,88000              9,08269             12,95737              8,56418              9,58313             14,74986             10,26543             13,67653             12,92790              7,04838             10,47800              6,46447              6,33408              5,02385             12,55384             13,53568              8,62737
2024-08-23              7,82217             14,77734             13,49637             14,02040              7,07293             12,14429             13,23451             14,22886             12,91851              8,14451             13,53536             12,13737             10,08246              8,81568              9,53885             11,82344             11,68597             11,17737              8,05799              9,25540             10,59375              6,59411              8,53252             10,72603              6,02409             11,70748              7,78480              7,54282              7,23598             13,93147             12,58502             14,41138              9,76112             11,74327             10,19863
2024-08-24             12,03895              5,24365              5,79697              6,22767             11,51113             14,00862             11,11902              8,32006             10,21991              6,82375             11,12875             14,37207             12,48415             11,10775              8,48278              7,46148             10,59669             10,28925              6,69219              6,09389              6,30116             12,42901             12,49591             12,30726              9,42804              8,84213              8,95214              6,28121              8,60554              7,08402              7,14341             13,31020              8,17927             12,30566             11,57997
2024-08-25              6,16120             12,45160             13,87987             10,08456              6,73991              6,70172              6,06521             11,93549              9,62231              6,74613             13,61349              5,80878             12,86370              5,24522             12,84973              8,57803             10,16927              5,86868              6,24257              7,94823              8,48473              6,38409              8,29408              6,19589             14,54009              8,11511              8,84192              6,11346             10,01266              5,03193              8,80117              7,10699             12,07685             14,44023             13,34781
2024-08-26             11,53248              6,50908             11,55797             13,16817             12,95256              5,58585             10,34835             10,01919              8,36060             14,19186             13,64346              6,47844              8,18564             13,03115              9,36580              7,59714              8,48840             13,73001              5,82597             14,73558              7,12523             10,21604             13,55237             13,06245              6,87012              6,50132              8,63744             13,66641             12,42038             13,15382             12,08216             11,98368              8,51056              6,06274              7,39700
2024-08-27             12,20109              6,02878              9,72819             13,46600             10,96221              8,18344             13,53520             10,35259             10,97295              5,75327              9,30906              5,03768             14,33736             12,63198             13,37238             14,83619              7,01374             11,27716             12,41614             14,77076              9,54110             10,62652              6,37851             13,54254              5,81270             11,97986             10,60715              6,23510              6,45302             14,39590             13,00834              5,61652             10,05129              5,21629              5,34439
2024-08-28             11,36683             13,87635              7,77056             14,32023              8,48427              6,56278             12,88233             11,72417              6,57406             14,81917              6,54976              8,93689             14,52995              8,42357              7,11146             11,58584             13,42518             13,83623             10,87761              6,58881              6,25977             12,17891              7,35273             10,03871             13,75955              8,88971              7,17981             13,73388             12,55720             12,67612              9,72037             10,07061              6,09137             13,18462             12,51187
2024-08-29              8,33985              5,94770             14,83362             14,24583              5,28660             14,72868              8,99096              6,33990              6,53085             13,06401              5,79749             12,47585              6,99674             10,17568              9,52514             12,71194              9,04965             12,74160             10,21117             14,15467             13,09894             12,70867             12,04574             14,88669             13,61256              8,47324              9,17305             14,00643             12,25928              8,71563             11,37007             12,31612             14,23251              5,50850              5,61678
2024-08-30             14,75664              7,59727              5,05352             12,76810             11,06131             10,51962             10,74205             10,55753              5,63096              7,76914             12,06296             12,84156             11,24154             12,86588             13,26657              9,35931             10,52227             11,06035              9,36515             14,46271             12,43008             12,78923              6,14462              6,30855              5,98911              9,62481              6,25755             11,20424              6,08856             11,91908              7,51980              8,28651              9,51175              6,20178             14,96884
2024-08-31             11,03896             14,22830             12,57834             13,21639              5,80082             11,44718             11,93735             11,08589             10,03493              7,21635             14,63796              9,98919              7,18671              6,66094              8,23803              9,48864             10,74174              9,93063              6,72198              8,85343             11,11848              8,91519              6,48590              6,02858             10,26321              6,14676              8,79400             12,99897              8,49175              6,91848              6,40316             10,14871              9,03791             14,40808              9,01171
2024-09-01             13,11471             12,00289              8,62368              9,34912             13,76021              8,63383              9,89780             14,38210             10,04624              7,11289              8,21533              9,51581             14,79747             10,63289             10,44177             13,10281              9,72349             10,66650              9,37653             11,56311              6,07391             12,37533             12,80079              8,17527              6,04754              9,08192             12,14730              7,34449              8,34183             13,37479             13,28493              8,60892             12,59673             10,25153              5,69029
2024-09-02              7,78668             11,62108              9,92075              8,76189              6,02324              9,27290             10,63108             14,99167              5,44513              8,66992             14,88731             12,98767             13,60447             10,79565             14,63459              5,94360             10,02192              5,53560             11,57999             14,94857             12,30575             12,92257             11,42441              9,61152              5,80510             14,12699             14,14371              8,96010             10,76696              9,61290              7,95761             14,04679              6,33208              7,01575              5,08133
2024-09-03              6,51029             13,60691             10,87024             12,56417             12,62865             12,26015              8,32170             12,45361              8,53659             14,07667              9,73489              5,10754             12,05461              6,94089              9,73621              7,94184              6,10637             11,76333             14,46665              8,59497             14,11929              6,24029             12,24555              9,88203              5,44329              7,10763             14,89391              7,03220              7,98305             10,35119             12,51180             13,86594              9,28451             13,46804             13,84264
2024-09-04              7,84988              7,61722             13,54220              8,38939             14,67011              7,35591             11,03774             14,81379             13,61075             12,58124             14,92548             13,09313             12,55618             10,33442             10,60454             10,54687              8,04911              9,03237              7,14656             13,87487              6,97841              6,34361              6,52602              6,36444             11,11663              7,29647             10,75355             12,09395              8,28661              5,16074             12,63211             10,06023             11,47169              7,17467              5,23439
2024-09-05              8,72730              8,31349              9,75051             14,08367             12,46475              6,80775             13,64805             11,20455             14,90226              5,27719             10,57549             13,31777             12,88299             12,63158             10,03909              6,98467             13,71707             10,98041             11,01404              5,04441             14,52905              9,78083             12,45757              6,50803              7,86620             11,88504             10,74700             13,79430             12,01397              5,92439             11,69064             13,67528              9,68191              8,14889              9,83845
2024-09-06             13,89443             10,25004             10,04724             12,56057              8,05419             12,79676              5,55498             14,73946              5,31387              6,87497             13,12518             12,80720              8,99864             14,69694              6,72889             13,88547              7,48991             10,46005              7,09577              5,28092             13,57146              6,28604              6,37682              6,00091             13,43575             10,15764             13,92912             12,26659             11,90897              7,58415              7,51390             12,18860             11,67303             12,48565              5,07851
2024-09-07             12,36102             10,78516             10,69511             13,11731              5,25570              7,51309             10,58098              7,11279             12,03661             12,07830              7,92367              7,64070              8,15341             13,45823              7,86714              7,61358             12,64218              8,58955             12,28955              6,87842             11,33561              7,03038              9,03407             10,61789             12,00380             12,95244              5,11226              6,07616              9,72903             11,07214             13,08846              7,66181              7,66435              6,91117              5,30658
2024-09-08             11,14790             10,56741             13,71027              7,92490              5,75767              9,95119              9,58012             11,78729             10,64208              8,82292              5,95106              6,78441              6,79447              7,41216              7,96263             11,86079              7,81825             10,15324             10,55029             11,17017             10,42859             14,91142             14,49671              8,57769             14,83190              6,43172              5,11255              6,47480             13,54667             10,87756             10,09969             13,15193             12,89168             11,46034             12,34419
2024-09-09             10,79225             13,23774             12,11943              6,83951              8,00584             11,69252             10,37702             11,04672             14,72364              9,07465              9,98866             12,88131             12,93630              9,35065              9,85466              7,82220             13,71890              8,69991             11,72219             12,44963              7,96943              7,49412              5,91781             14,57859              7,43685              9,52069              8,83381              5,28501              5,67949              5,95674              5,77389              7,35422             10,63631             11,08149              7,75665
2024-09-10             14,34030              7,62498              7,02749              7,32916             10,41148             14,51697              6,61640             10,15297              8,63534              5,67264             12,44939              5,75829              9,23450              9,62669             12,74450              9,47029             10,87355             14,77815              6,65623              9,16620              5,63588             10,50986             10,34983              5,54623              5,31845             14,04346              6,65794              7,88879             11,42738              7,90667              6,67508             11,02795             10,15567              5,35978              6,86671
2024-09-11             11,17364              6,00100              6,98596              7,05644             13,97475             11,61338             10,31552              7,79256             11,76474              8,76440             14,07010             13,39004             10,45302              6,30760             13,61004             12,91165              5,19511              6,38265              8,89339             10,67866             10,07542             12,14867              7,74017              5,48175             11,09141             14,81706             14,69195             13,23519             14,82907             12,21052              9,40113             14,40653             11,05691              6,57617              7,07236
2024-09-12              9,66211             13,72586             12,77020              9,35577              8,40752             11,55198              8,67610             13,85280             13,05332              7,88932             12,24910             11,96405             11,93686              9,28590              7,70245              5,06746             10,54657             11,35429              7,06200              7,23979              5,18239              6,29158              9,03124              9,65591             14,41763              7,93407             14,31819             10,91980             12,06068             11,83036              8,72748             12,32916              5,09634             10,70918              7,07806
2024-09-13              9,12512              6,12383              6,18941              6,30964             11,90573             10,61489              7,39987             12,04001              9,00801             13,25938              5,45049             11,00965             14,49351              6,33422             10,63997             12,62520              9,87737              7,24704              7,03166             12,19982             14,68751             11,26942              9,03758              8,32413              8,18970              6,45217             12,95490             13,46237             12,21926             13,18819             11,68737             10,81362              6,04778              6,33993             10,64817
2024-09-14              9,20252             12,96049              8,10213             13,72459             14,48830             13,01459              7,58830             14,84622              9,67815              8,91817              5,39176              6,11504             11,08931              9,44158             10,01828             14,79228             14,03783             12,33589             13,60276              8,94154             11,07635              8,82321              7,13408             14,04303             12,86304             11,68911             10,31841              8,37134             11,34408              7,76216             11,69001             11,71075              8,66370              9,95519              9,74500
2024-09-15             11,58391              6,28393             14,89313             14,23376             14,05856             12,44717             10,48793              9,60697              5,51387              9,90544              5,03996             12,36354             10,59278              9,95381              8,02130              5,16475              6,48861              6,04543             14,31179              5,62884              5,94032             10,83027              9,13386              7,43434             12,50445              8,23230             12,68460             10,75305             11,24236              6,20164              6,29991              6,45168             11,15600              7,99465             14,41655
2024-09-16             12,39462              6,73019              7,23766             10,21233              9,44855              9,57552              9,87413              7,77506              7,90503             11,08536             11,15210             11,27523              9,21961             14,23391              7,81705              8,04663             11,88230              8,59794             11,74338             10,05278              5,95152              6,58609             14,11000             12,38135             12,91205              8,13874             11,12908              5,88493             13,71818              5,31055             11,09576             13,61779              7,15800              6,40603              9,92648
2024-09-17              6,01566             13,86568             12,91780              9,29626             14,82785             11,67791             12,97406             14,44086              9,36565             11,85545             11,49478             10,22585             14,39686             11,59201              6,24693             13,89873             14,53333              5,62908             11,41655              5,39954             11,10789              6,68311              7,13592             10,33459              9,51012              9,64958              7,53202              5,85275             14,70021              7,67071             10,45901              6,93708              6,60285             13,50953             11,70648
2024-09-18             12,51989              7,48576             10,93943              6,59258              8,39310              9,58001             10,66264              9,62541             10,47089              9,20925             13,56679             14,25298             11,90746              5,41768              9,13869             12,28722             14,31449             11,91385              6,04181              9,26425              7,87716             13,21660              9,22295             14,42782              7,13488              8,20973              7,18251             11,38054              7,71083             14,11612              8,18045              7,99351             11,51556             10,32604             13,35883
2024-09-19              8,23570              6,02934             12,18837              9,57484              6,16673             13,80985             13,05320              6,25214             14,09280              9,54918             11,38840             12,64049              7,50043              8,72093              7,36102             11,58106              7,59630             10,77713             10,86943             11,97692             12,46606              7,67255              9,33415              5,51476             10,34186             10,97833              5,98332              8,57921             14,57233             12,69859              6,59227              6,80811             11,45453              7,40752              8,54555
2024-09-20             12,50882             11,72218              6,80798             12,93363              8,22652              6,64632             10,74915             14,58298             10,77961             14,37095              8,01087              8,45605             14,82663             13,36586             14,74427             10,35881             11,26119             11,24495             10,42460             13,08006              5,32955             10,12274              6,01350              6,68298             12,98876              7,47620             13,76893             13,62364              7,70576              5,00330              9,21495             10,88641              6,05623              8,44523              9,01807
2024-09-21             13,24667              7,12975             11,81431             10,79701             14,25704             14,17010              7,08537             10,45985             14,53566              7,24099             11,22189              8,90215             14,01704             10,66590              8,11534              6,78308             11,75878             12,68552             13,89344             13,73017              5,35056              8,51025              5,24754             13,44215             12,30862             13,96198              6,38298              7,59068             13,47321              8,56162              9,28507              8,20440              9,85205              7,46403              9,90378
2024-09-22             13,46529              7,89770             11,73677              9,06060             13,54413             13,79464             10,29577              8,06837              7,13311              9,48348             12,48978              6,84936              5,29760              6,73901             11,61699              5,79748             12,34192              9,82488              6,75601             14,23574              5,54390             13,48007              9,71660              8,20571             14,62642             11,23710              8,27726              9,11915              9,41504             10,16378              6,56662              8,89538              6,48387             11,20182             14,35417
2024-09-23              9,95789             13,73012             12,17872              6,09142             11,62060             12,28452             14,91858             12,52369             12,74467             14,44055              6,94109              7,41914              8,08748              9,93756              5,49630              6,87629             13,88153             13,16231              9,24598              9,21823             10,32308             10,16848             11,30005              7,01234              7,32268              9,84710             14,68460             12,67909             11,77344             11,59469             13,66306              5,28300              6,67804             13,36521              5,32931
2024-09-24             13,52146             13,61235              7,28037             12,02329              6,18918              6,04707             14,09972              9,82600             10,14247             11,87737             13,83965             11,67464              7,49665             12,62979              6,41193              8,13445              9,34208             10,00113             13,09246              6,59619             10,46220             13,59195              5,23731             14,32857             12,26656             14,69533              5,63109             10,69110              7,97191             10,28265              7,73964              6,03903             10,55372              9,58514             11,50198
2024-09-25             13,19570              6,50401             11,77232             12,06969             10,88031              5,53724              6,35834             11,53426             12,82256              9,31304             14,07692              8,59477             11,79423             10,63586              9,72244             12,04006             11,20169              6,75753              9,24197              7,40847             14,28821              7,33541             11,17620             11,80711              6,71189             10,26699             12,94274              5,76373              6,65607              8,55414             14,84560              6,06225             10,41934              8,56896             12,78681
2024-09-26              7,13365             10,88709             10,17738             10,51671             10,67207              8,49007              7,11445              7,69914             13,29660              9,17157             10,37471              7,14750              7,92025             11,99094              8,39383             10,43342              9,27345              6,87518             12,20876             13,95473              5,52436              6,58783              5,38647              6,69776             14,85021              5,32765              5,32194              9,65153             12,57076             14,79713             12,76666             14,31862              8,38249              8,99676             12,38206
2024-09-27             13,99552              6,88936             14,71066              8,66434              5,18603              5,26921             14,80349              6,27118             14,19112             14,85435              6,37872             12,93294             11,82614              7,82346             11,30462             13,13514              5,03468             12,64701             13,33753             11,31245              8,48512             12,15385             12,71327              5,97627             12,35262             12,45681             12,41166              8,60498             10,41694              7,14176             14,70715             12,07559              9,89483              8,48570              7,43632
2024-09-28              5,27890             11,54788             11,19089             13,47238              7,45650             14,79732             13,40149             11,79038             13,14930              9,32795             11,02311              6,47506              6,49829             10,72807             12,50508              9,92920              8,14874             10,67417             10,48792             12,95034              9,43625              6,63157             13,05078             12,02807              5,18889              8,23994              5,21608              7,03394              5,87602             12,41278             11,11696             10,02499             14,23470             12,06917             14,87039
2024-09-29              9,29461              9,36949             10,52071              5,24673             14,84355              5,02865              8,78833              6,05048              7,17497             12,07582              6,77280             11,26635              5,07888              5,18554              7,11018             14,74612              8,34581              8,43719             12,88802              6,34068             12,76009             12,99347              9,91338             11,95045             11,85399             12,57058             11,63287             12,95386              8,51427              6,53247             13,82085              5,60753             10,01960              5,63174              7,70401
2024-09-30              9,05056             13,46119             13,70714             11,51387             10,70758             13,80347              7,63557              5,47781             14,11602              9,16195              6,68900              9,86895             14,65053             12,68961             11,22088              8,53098              6,02299             12,28946              8,32244             10,57398             14,33586             10,14946              6,76198              9,77032             13,50088             12,23083             10,78735             11,22787             14,77062              8,39241             13,90548              6,60837              5,99879             11,36632              9,17060
2024-10-01              9,45926              7,79098             11,05396             11,30442             13,59604             14,31504              7,68573             12,26067              8,82447             12,82202              8,22711              9,80744             12,32045             13,52586              5,22661              9,16520             13,15750              7,26434              5,21909              5,75390              7,90265             14,88447              5,24228              7,18056              5,41283             13,94914              7,68215             10,02028              5,23633             13,03438             13,45019             14,27432              5,66923              5,99237              5,91995
2024-10-02             12,27632              6,27026             11,99835             14,65139              6,73625              6,31749             13,70704              7,74860              9,38237              6,37637              9,76925             14,44516              7,12067              9,57583              6,36519             14,83503              5,00583             14,57973              7,57065             13,25269             13,10365              6,61953             13,40076              7,27072             12,21466             14,13876              9,81216             14,74148             10,16221              6,28981             11,30607              7,26572             14,35183              6,52524              6,19084
2024-10-03              5,30799             11,82794              7,16513              7,78625              5,33949             11,37855             10,49123              6,28796              8,56395              7,55109              7,07638             13,14649              7,40835              8,49285              8,23241             14,80719              6,92197             10,42946             12,31553             11,95826             14,08914             14,76519             12,41131              8,33485              5,73013             11,05478             11,64197             14,57789              8,90102             13,06831             11,54935              5,18275             12,55690              6,98006             14,28730
